"","RNA-hipocampo-5xFAD-A.bam","RNA-hipocampo-5xFAD-B.bam","RNA-hipocampo-WT-A.bam","RNA-hipocampo-WT-B.bam"
"ENSMUSG00000041907",5,8,4,13
"ENSMUSG00000089088",0,0,0,0
"ENSMUSG00000070939",23,14,21,20
"ENSMUSG00000100269",0,0,0,0
"ENSMUSG00000041878",1,0,0,0
"ENSMUSG00000010290",7,10,3,5
"ENSMUSG00000008136",4,6,9,17
"ENSMUSG00000094497",1,0,0,0
"ENSMUSG00000099576",0,0,0,0
"ENSMUSG00000099694",0,0,0,0
"ENSMUSG00000101923",0,0,0,0
"ENSMUSG00000066877",13,9,3,14
"ENSMUSG00000103422",0,0,0,0
"ENSMUSG00000103945",0,0,0,0
"ENSMUSG00000026051",11,1,5,10
"ENSMUSG00000100764",0,0,0,0
"ENSMUSG00000100635",0,0,0,0
"ENSMUSG00000100480",0,1,1,0
"ENSMUSG00000057363",3,6,5,4
"ENSMUSG00000090243",0,0,0,0
"ENSMUSG00000100701",9,5,6,11
"ENSMUSG00000101395",0,0,0,0
"ENSMUSG00000088848",0,0,0,0
"ENSMUSG00000095757",0,0,0,0
"ENSMUSG00000041763",2,2,7,3
"ENSMUSG00000047343",0,0,0,0
"ENSMUSG00000090106",0,0,0,0
"ENSMUSG00000091844",0,0,0,0
"ENSMUSG00000026049",1,1,0,0
"ENSMUSG00000101104",0,0,0,0
"ENSMUSG00000026047",1,2,2,0
"ENSMUSG00000041684",6,5,3,9
"ENSMUSG00000026048",10,4,6,6
"ENSMUSG00000046828",0,0,0,0
"ENSMUSG00000089703",0,0,0,0
"ENSMUSG00000100966",0,0,0,0
"ENSMUSG00000100769",0,0,0,0
"ENSMUSG00000101567",1,2,2,0
"ENSMUSG00000056870",0,0,0,0
"ENSMUSG00000102319",0,0,0,0
"ENSMUSG00000089877",0,0,0,0
"ENSMUSG00000101701",0,0,0,0
"ENSMUSG00000103071",0,0,0,0
"ENSMUSG00000100434",0,0,0,0
"ENSMUSG00000100013",0,0,0,0
"ENSMUSG00000101251",0,0,0,0
"ENSMUSG00000101937",0,0,0,0
"ENSMUSG00000026043",1,0,0,1
"ENSMUSG00000105211",0,0,0,0
"ENSMUSG00000026042",1,0,0,0
"ENSMUSG00000104476",0,0,0,0
"ENSMUSG00000100218",0,0,0,0
"ENSMUSG00000100361",0,0,0,0
"ENSMUSG00000100894",0,0,0,0
"ENSMUSG00000095121",0,0,0,0
"ENSMUSG00000065255",0,0,0,0
"ENSMUSG00000100843",0,0,0,0
"ENSMUSG00000087764",0,0,0,0
"ENSMUSG00000025995",3,0,2,1
"ENSMUSG00000099850",0,0,0,0
"ENSMUSG00000084817",31,36,18,22
"ENSMUSG00000098549",0,0,0,0
"ENSMUSG00000099381",0,0,0,0
"ENSMUSG00000025993",4,2,2,5
"ENSMUSG00000099946",0,0,0,0
"ENSMUSG00000070896",0,0,0,0
"ENSMUSG00000090682",1,0,0,0
"ENSMUSG00000044457",0,0,0,0
"ENSMUSG00000099432",0,0,0,0
"ENSMUSG00000041144",1,0,0,2
"ENSMUSG00000096047",0,0,0,0
"ENSMUSG00000101262",0,0,0,0
"ENSMUSG00000101337",1,0,0,3
"ENSMUSG00000025986",23,7,29,11
"ENSMUSG00000100213",0,0,1,3
"ENSMUSG00000103129",0,0,0,0
"ENSMUSG00000100160",0,0,1,1
"ENSMUSG00000101921",0,0,0,0
"ENSMUSG00000101447",0,0,0,0
"ENSMUSG00000081185",0,1,1,1
"ENSMUSG00000103246",0,0,0,0
"ENSMUSG00000098876",0,0,0,0
"ENSMUSG00000100530",0,0,0,0
"ENSMUSG00000104067",0,0,0,0
"ENSMUSG00000100033",0,1,0,0
"ENSMUSG00000094968",0,0,0,0
"ENSMUSG00000088017",0,0,0,0
"ENSMUSG00000101996",0,0,0,0
"ENSMUSG00000096973",0,0,0,0
"ENSMUSG00000064943",0,0,0,0
"ENSMUSG00000100866",0,0,0,0
"ENSMUSG00000101721",0,0,0,0
"ENSMUSG00000099376",0,0,0,0
"ENSMUSG00000097883",0,0,0,0
"ENSMUSG00000092790",0,0,0,0
"ENSMUSG00000099698",0,0,0,0
"ENSMUSG00000099454",0,0,0,0
"ENSMUSG00000051616",0,0,0,0
"ENSMUSG00000099627",0,0,0,0
"ENSMUSG00000099577",0,0,0,0
"ENSMUSG00000099882",0,0,0,0
"ENSMUSG00000101760",0,0,0,0
"ENSMUSG00000099608",0,0,0,0
"ENSMUSG00000099864",0,0,0,0
"ENSMUSG00000098249",0,0,0,0
"ENSMUSG00000100451",0,0,0,0
"ENSMUSG00000099941",0,0,0,0
"ENSMUSG00000084531",0,0,0,0
"ENSMUSG00000100816",0,0,0,0
"ENSMUSG00000026109",7,9,15,10
"ENSMUSG00000100671",0,0,0,0
"ENSMUSG00000092906",0,0,0,0
"ENSMUSG00000101242",0,0,0,0
"ENSMUSG00000099924",0,0,0,0
"ENSMUSG00000099625",0,0,1,0
"ENSMUSG00000101799",0,0,0,0
"ENSMUSG00000045954",7,4,7,3
"ENSMUSG00000099741",0,0,0,0
"ENSMUSG00000101702",0,0,0,0
"ENSMUSG00000026107",2,2,3,0
"ENSMUSG00000099413",0,0,0,0
"ENSMUSG00000103424",0,0,0,0
"ENSMUSG00000101741",0,0,0,0
"ENSMUSG00000018417",1,1,2,3
"ENSMUSG00000101724",0,0,0,0
"ENSMUSG00000100313",0,0,0,0
"ENSMUSG00000100696",0,0,0,0
"ENSMUSG00000099135",0,0,0,0
"ENSMUSG00000072324",0,0,0,0
"ENSMUSG00000062939",0,0,0,0
"ENSMUSG00000101628",0,0,0,0
"ENSMUSG00000078291",0,0,1,0
"ENSMUSG00000109599",0,0,0,0
"ENSMUSG00000026104",9,2,13,5
"ENSMUSG00000099569",0,0,0,0
"ENSMUSG00000026103",76,59,99,69
"ENSMUSG00000099648",0,0,0,0
"ENSMUSG00000065192",0,0,0,0
"ENSMUSG00000002881",2,7,0,2
"ENSMUSG00000097833",0,0,0,0
"ENSMUSG00000101501",0,0,0,0
"ENSMUSG00000100120",0,0,0,0
"ENSMUSG00000099878",0,0,0,0
"ENSMUSG00000100007",0,0,0,0
"ENSMUSG00000043015",2,3,3,1
"ENSMUSG00000103630",0,0,0,0
"ENSMUSG00000041439",17,19,25,24
"ENSMUSG00000100302",0,0,0,0
"ENSMUSG00000100230",0,0,0,0
"ENSMUSG00000026102",8,7,7,8
"ENSMUSG00000041426",3,3,1,0
"ENSMUSG00000089802",0,0,0,0
"ENSMUSG00000043629",0,0,1,2
"ENSMUSG00000026100",0,0,0,0
"ENSMUSG00000089334",0,0,0,0
"ENSMUSG00000060715",0,0,0,0
"ENSMUSG00000026098",0,1,0,1
"ENSMUSG00000100763",0,0,0,0
"ENSMUSG00000026097",1,1,1,1
"ENSMUSG00000100679",0,0,0,0
"ENSMUSG00000026096",0,1,3,0
"ENSMUSG00000099913",0,0,0,0
"ENSMUSG00000101838",0,0,0,0
"ENSMUSG00000026095",1,0,2,1
"ENSMUSG00000117809",0,0,0,0
"ENSMUSG00000100267",0,0,0,0
"ENSMUSG00000099450",0,0,0,0
"ENSMUSG00000100069",0,0,0,0
"ENSMUSG00000096141",0,1,3,1
"ENSMUSG00000092657",0,0,0,0
"ENSMUSG00000026094",0,2,3,0
"ENSMUSG00000102405",0,0,0,0
"ENSMUSG00000042807",7,1,5,2
"ENSMUSG00000098443",0,0,0,0
"ENSMUSG00000087949",0,0,0,0
"ENSMUSG00000102868",0,0,0,0
"ENSMUSG00000094013",0,0,0,0
"ENSMUSG00000025983",0,0,0,0
"ENSMUSG00000041303",6,5,3,4
"ENSMUSG00000109809",0,0,0,0
"ENSMUSG00000073678",2,4,6,4
"ENSMUSG00000104136",0,0,0,0
"ENSMUSG00000101130",0,0,0,0
"ENSMUSG00000052331",1,0,3,5
"ENSMUSG00000101674",0,0,0,0
"ENSMUSG00000102503",0,0,0,0
"ENSMUSG00000089245",0,0,0,0
"ENSMUSG00000102642",0,0,0,0
"ENSMUSG00000025982",28,17,34,31
"ENSMUSG00000103030",0,0,0,0
"ENSMUSG00000025981",4,3,1,5
"ENSMUSG00000101122",0,1,0,1
"ENSMUSG00000025980",17,21,21,10
"ENSMUSG00000073676",2,6,6,7
"ENSMUSG00000100736",0,0,0,0
"ENSMUSG00000089670",4,9,10,14
"ENSMUSG00000025979",17,12,20,21
"ENSMUSG00000061863",0,0,0,0
"ENSMUSG00000025978",5,9,7,6
"ENSMUSG00000097649",1,1,4,3
"ENSMUSG00000046994",2,5,1,4
"ENSMUSG00000025977",0,0,0,0
"ENSMUSG00000100215",9,10,9,10
"ENSMUSG00000101945",0,0,0,0
"ENSMUSG00000101085",0,0,0,0
"ENSMUSG00000038349",3,7,2,6
"ENSMUSG00000102145",0,0,0,0
"ENSMUSG00000100309",0,0,0,0
"ENSMUSG00000102831",0,0,0,0
"ENSMUSG00000099950",0,0,0,0
"ENSMUSG00000102491",0,0,0,0
"ENSMUSG00000100372",0,0,0,0
"ENSMUSG00000100944",0,0,0,0
"ENSMUSG00000101332",0,0,0,0
"ENSMUSG00000045336",0,0,0,0
"ENSMUSG00000038331",6,2,14,6
"ENSMUSG00000087022",0,1,6,8
"ENSMUSG00000104310",0,0,0,0
"ENSMUSG00000094128",0,0,0,0
"ENSMUSG00000099945",0,0,0,0
"ENSMUSG00000101429",0,0,0,1
"ENSMUSG00000101129",0,0,0,0
"ENSMUSG00000097519",0,0,0,0
"ENSMUSG00000038323",9,3,8,3
"ENSMUSG00000048495",4,0,8,3
"ENSMUSG00000025971",2,4,2,1
"ENSMUSG00000077776",0,0,0,0
"ENSMUSG00000088353",0,0,0,0
"ENSMUSG00000101826",0,0,0,0
"ENSMUSG00000102685",0,0,0,0
"ENSMUSG00000101151",0,0,0,0
"ENSMUSG00000038305",3,7,10,11
"ENSMUSG00000091283",0,0,0,0
"ENSMUSG00000054770",4,1,5,9
"ENSMUSG00000026039",0,0,0,0
"ENSMUSG00000063558",0,3,1,0
"ENSMUSG00000064294",0,0,0,0
"ENSMUSG00000089275",0,0,0,0
"ENSMUSG00000038242",0,0,1,1
"ENSMUSG00000089822",0,0,0,0
"ENSMUSG00000079554",0,0,0,0
"ENSMUSG00000103839",1,0,1,0
"ENSMUSG00000051223",12,16,15,11
"ENSMUSG00000026034",11,2,13,9
"ENSMUSG00000026035",2,2,2,3
"ENSMUSG00000026036",5,6,3,6
"ENSMUSG00000026037",9,4,2,8
"ENSMUSG00000094245",0,0,0,1
"ENSMUSG00000085054",0,0,0,0
"ENSMUSG00000038174",8,6,8,5
"ENSMUSG00000026032",11,8,4,5
"ENSMUSG00000100202",0,0,0,0
"ENSMUSG00000099490",0,0,0,0
"ENSMUSG00000059647",0,1,0,3
"ENSMUSG00000047528",0,0,0,0
"ENSMUSG00000102059",1,1,2,0
"ENSMUSG00000101046",0,0,0,0
"ENSMUSG00000026031",8,8,3,7
"ENSMUSG00000100236",0,0,0,0
"ENSMUSG00000026029",0,0,1,3
"ENSMUSG00000102719",0,0,0,0
"ENSMUSG00000099719",0,0,0,0
"ENSMUSG00000026028",50,32,45,39
"ENSMUSG00000026027",9,2,5,8
"ENSMUSG00000072295",0,0,0,0
"ENSMUSG00000047383",0,0,0,0
"ENSMUSG00000099752",0,0,0,0
"ENSMUSG00000077616",0,0,0,0
"ENSMUSG00000038079",3,0,3,3
"ENSMUSG00000097573",0,0,0,0
"ENSMUSG00000079550",2,1,0,0
"ENSMUSG00000101586",0,0,0,0
"ENSMUSG00000099563",0,0,0,0
"ENSMUSG00000026024",4,7,4,10
"ENSMUSG00000026023",0,0,0,0
"ENSMUSG00000099922",0,0,0,0
"ENSMUSG00000104502",0,0,0,0
"ENSMUSG00000041075",7,4,7,5
"ENSMUSG00000097819",0,0,1,0
"ENSMUSG00000047361",0,0,0,2
"ENSMUSG00000099811",0,0,0,0
"ENSMUSG00000101409",0,0,0,0
"ENSMUSG00000026021",15,13,13,18
"ENSMUSG00000089276",0,0,0,0
"ENSMUSG00000103821",0,0,0,0
"ENSMUSG00000101400",0,0,0,0
"ENSMUSG00000026020",6,6,5,9
"ENSMUSG00000077345",0,0,0,0
"ENSMUSG00000077358",0,0,0,0
"ENSMUSG00000089512",0,0,0,0
"ENSMUSG00000089093",0,0,0,0
"ENSMUSG00000067336",14,19,21,12
"ENSMUSG00000104052",0,0,0,0
"ENSMUSG00000103131",0,0,0,0
"ENSMUSG00000041040",7,10,10,13
"ENSMUSG00000103696",0,0,0,0
"ENSMUSG00000100901",0,0,0,0
"ENSMUSG00000026018",16,6,11,8
"ENSMUSG00000026019",5,7,4,3
"ENSMUSG00000026017",0,2,3,2
"ENSMUSG00000082609",0,0,0,1
"ENSMUSG00000073664",1,1,1,1
"ENSMUSG00000100516",0,0,0,0
"ENSMUSG00000049439",1,4,1,1
"ENSMUSG00000103822",0,0,0,0
"ENSMUSG00000026782",22,29,23,30
"ENSMUSG00000026014",6,5,7,10
"ENSMUSG00000081562",0,0,0,0
"ENSMUSG00000084400",0,0,0,0
"ENSMUSG00000082160",1,1,2,1
"ENSMUSG00000103215",0,0,0,0
"ENSMUSG00000088973",0,0,0,0
"ENSMUSG00000084151",0,0,0,0
"ENSMUSG00000101188",86,88,96,92
"ENSMUSG00000026012",1,0,0,0
"ENSMUSG00000086795",0,0,0,0
"ENSMUSG00000085965",0,0,0,0
"ENSMUSG00000104069",0,0,0,0
"ENSMUSG00000083118",0,0,0,0
"ENSMUSG00000083355",0,0,0,0
"ENSMUSG00000102549",0,0,0,0
"ENSMUSG00000026011",0,0,0,0
"ENSMUSG00000081382",7,6,6,10
"ENSMUSG00000080800",0,0,0,0
"ENSMUSG00000026009",0,0,0,0
"ENSMUSG00000102561",0,0,0,0
"ENSMUSG00000082804",0,0,0,0
"ENSMUSG00000082661",0,0,0,0
"ENSMUSG00000080785",0,0,0,0
"ENSMUSG00000100893",0,0,0,0
"ENSMUSG00000085248",0,0,0,0
"ENSMUSG00000085447",0,0,0,0
"ENSMUSG00000086408",0,0,0,0
"ENSMUSG00000089546",0,0,0,0
"ENSMUSG00000100965",0,0,0,0
"ENSMUSG00000102168",0,0,0,0
"ENSMUSG00000100381",0,0,0,0
"ENSMUSG00000086009",0,0,0,0
"ENSMUSG00000052062",1,1,1,1
"ENSMUSG00000103656",0,0,0,0
"ENSMUSG00000104402",0,0,0,0
"ENSMUSG00000104081",0,0,0,0
"ENSMUSG00000085842",0,0,0,0
"ENSMUSG00000103002",0,0,0,0
"ENSMUSG00000100344",0,0,0,0
"ENSMUSG00000101509",0,0,0,0
"ENSMUSG00000085019",0,0,0,0
"ENSMUSG00000102359",0,0,0,0
"ENSMUSG00000085400",0,0,0,0
"ENSMUSG00000100750",0,0,0,0
"ENSMUSG00000081950",0,0,0,0
"ENSMUSG00000084333",0,0,0,0
"ENSMUSG00000025969",13,21,21,16
"ENSMUSG00000100811",0,1,0,0
"ENSMUSG00000103032",0,0,0,0
"ENSMUSG00000100426",0,0,1,1
"ENSMUSG00000040865",8,9,16,9
"ENSMUSG00000104991",0,0,0,0
"ENSMUSG00000088953",0,0,0,0
"ENSMUSG00000081617",0,0,0,0
"ENSMUSG00000081429",0,0,0,0
"ENSMUSG00000084799",2,2,3,0
"ENSMUSG00000101599",1,1,2,1
"ENSMUSG00000025968",6,6,12,8
"ENSMUSG00000077884",0,0,0,0
"ENSMUSG00000025967",16,17,14,9
"ENSMUSG00000098850",0,0,0,0
"ENSMUSG00000064612",0,0,0,0
"ENSMUSG00000105060",0,0,0,0
"ENSMUSG00000064602",0,0,0,0
"ENSMUSG00000046856",1,1,0,1
"ENSMUSG00000094290",0,0,0,0
"ENSMUSG00000086730",0,0,0,0
"ENSMUSG00000102536",0,0,0,0
"ENSMUSG00000087561",0,0,0,0
"ENSMUSG00000092705",0,0,0,0
"ENSMUSG00000027520",2,7,8,7
"ENSMUSG00000094214",0,0,0,0
"ENSMUSG00000083039",0,0,0,0
"ENSMUSG00000081643",13,14,10,15
"ENSMUSG00000025964",20,9,14,16
"ENSMUSG00000087823",0,0,0,0
"ENSMUSG00000115378",0,0,0,0
"ENSMUSG00000069085",0,0,0,0
"ENSMUSG00000083066",0,0,0,0
"ENSMUSG00000025963",0,0,0,0
"ENSMUSG00000025962",1,0,1,1
"ENSMUSG00000025961",0,0,0,0
"ENSMUSG00000080817",0,0,0,0
"ENSMUSG00000082373",0,0,0,0
"ENSMUSG00000044689",0,0,0,0
"ENSMUSG00000025959",10,1,11,5
"ENSMUSG00000098487",0,0,0,0
"ENSMUSG00000086836",0,0,0,0
"ENSMUSG00000086721",0,0,0,0
"ENSMUSG00000101895",0,0,0,0
"ENSMUSG00000093228",0,0,0,0
"ENSMUSG00000099658",0,0,0,0
"ENSMUSG00000025958",7,6,10,6
"ENSMUSG00000025956",6,4,3,1
"ENSMUSG00000101832",0,0,0,1
"ENSMUSG00000100437",0,0,0,0
"ENSMUSG00000087213",1,0,0,0
"ENSMUSG00000070871",3,3,3,2
"ENSMUSG00000045005",1,0,1,2
"ENSMUSG00000102140",0,0,0,0
"ENSMUSG00000051344",7,8,5,9
"ENSMUSG00000097264",0,0,0,0
"ENSMUSG00000084416",74,88,54,63
"ENSMUSG00000077471",0,0,0,0
"ENSMUSG00000025955",0,0,0,0
"ENSMUSG00000090042",0,0,0,0
"ENSMUSG00000070870",0,0,0,0
"ENSMUSG00000067299",0,0,0,0
"ENSMUSG00000025952",0,0,0,0
"ENSMUSG00000073658",0,0,0,0
"ENSMUSG00000100774",1,1,0,0
"ENSMUSG00000044429",0,0,0,0
"ENSMUSG00000100846",0,0,0,0
"ENSMUSG00000044816",3,0,1,2
"ENSMUSG00000025950",8,8,9,12
"ENSMUSG00000025949",7,5,5,7
"ENSMUSG00000025946",0,0,1,1
"ENSMUSG00000100503",0,0,0,0
"ENSMUSG00000100504",0,0,0,0
"ENSMUSG00000099383",0,0,0,0
"ENSMUSG00000100340",0,0,0,0
"ENSMUSG00000100439",0,0,0,0
"ENSMUSG00000099819",0,0,0,0
"ENSMUSG00000082565",0,0,0,0
"ENSMUSG00000082774",0,0,0,0
"ENSMUSG00000025945",0,0,0,0
"ENSMUSG00000081623",0,0,0,0
"ENSMUSG00000083242",0,0,0,0
"ENSMUSG00000083289",0,0,0,0
"ENSMUSG00000015222",163,128,202,151
"ENSMUSG00000088850",0,0,0,0
"ENSMUSG00000073656",0,0,0,0
"ENSMUSG00000065694",0,0,0,0
"ENSMUSG00000055567",35,24,40,32
"ENSMUSG00000103375",0,0,0,0
"ENSMUSG00000026005",5,2,2,4
"ENSMUSG00000026004",0,1,4,2
"ENSMUSG00000102559",1,0,0,0
"ENSMUSG00000102374",0,0,0,0
"ENSMUSG00000102776",1,0,0,0
"ENSMUSG00000082057",0,0,0,0
"ENSMUSG00000103706",0,0,0,0
"ENSMUSG00000103756",0,0,0,1
"ENSMUSG00000103382",0,0,0,0
"ENSMUSG00000103553",0,0,0,0
"ENSMUSG00000026003",8,2,4,0
"ENSMUSG00000082769",0,0,1,0
"ENSMUSG00000089420",0,0,0,0
"ENSMUSG00000077328",0,0,0,0
"ENSMUSG00000061816",0,0,1,0
"ENSMUSG00000094191",0,0,0,0
"ENSMUSG00000082212",0,0,0,0
"ENSMUSG00000026000",25,33,30,23
"ENSMUSG00000025991",0,0,0,0
"ENSMUSG00000086204",0,0,0,0
"ENSMUSG00000077745",0,0,0,0
"ENSMUSG00000082473",0,0,0,0
"ENSMUSG00000095282",0,0,0,0
"ENSMUSG00000085075",0,0,0,0
"ENSMUSG00000104395",0,0,0,0
"ENSMUSG00000096031",0,0,0,0
"ENSMUSG00000087329",0,0,0,0
"ENSMUSG00000062209",3,6,6,6
"ENSMUSG00000102449",0,0,0,0
"ENSMUSG00000083795",0,0,0,0
"ENSMUSG00000080539",0,0,0,0
"ENSMUSG00000103307",0,0,0,0
"ENSMUSG00000104508",0,0,0,0
"ENSMUSG00000103642",0,0,0,0
"ENSMUSG00000103809",0,0,0,0
"ENSMUSG00000087514",0,0,0,0
"ENSMUSG00000084332",0,0,0,0
"ENSMUSG00000101387",0,0,0,0
"ENSMUSG00000099804",0,0,0,0
"ENSMUSG00000100354",0,0,0,0
"ENSMUSG00000101156",0,0,0,0
"ENSMUSG00000025997",0,0,0,0
"ENSMUSG00000100815",0,0,0,0
"ENSMUSG00000099954",0,0,0,0
"ENSMUSG00000103402",0,0,0,0
"ENSMUSG00000053153",0,0,0,0
"ENSMUSG00000089345",0,0,0,0
"ENSMUSG00000080524",0,0,0,0
"ENSMUSG00000101730",0,0,0,0
"ENSMUSG00000103052",0,0,0,0
"ENSMUSG00000104287",0,0,0,0
"ENSMUSG00000075952",0,0,0,0
"ENSMUSG00000045648",1,0,4,4
"ENSMUSG00000026196",0,0,0,0
"ENSMUSG00000089965",0,0,0,0
"ENSMUSG00000101551",0,0,0,0
"ENSMUSG00000050296",0,0,0,0
"ENSMUSG00000101617",0,0,0,0
"ENSMUSG00000026192",5,2,2,5
"ENSMUSG00000026193",13,15,10,12
"ENSMUSG00000073652",0,0,0,0
"ENSMUSG00000101834",0,1,0,0
"ENSMUSG00000100319",0,0,0,0
"ENSMUSG00000102689",0,0,0,0
"ENSMUSG00000099707",0,0,0,0
"ENSMUSG00000101211",0,0,0,0
"ENSMUSG00000101848",0,0,0,0
"ENSMUSG00000101764",0,0,0,0
"ENSMUSG00000059483",0,0,0,0
"ENSMUSG00000101496",0,0,0,0
"ENSMUSG00000102123",0,0,0,0
"ENSMUSG00000039395",2,0,0,1
"ENSMUSG00000094655",0,0,0,0
"ENSMUSG00000094050",0,0,0,0
"ENSMUSG00000093956",0,0,0,0
"ENSMUSG00000093843",0,0,0,0
"ENSMUSG00000026189",1,0,2,1
"ENSMUSG00000026188",4,6,4,7
"ENSMUSG00000026187",0,2,0,1
"ENSMUSG00000039372",7,4,5,4
"ENSMUSG00000085812",0,0,1,0
"ENSMUSG00000039354",6,2,0,8
"ENSMUSG00000110712",0,0,0,0
"ENSMUSG00000039342",0,0,0,0
"ENSMUSG00000110487",0,0,0,0
"ENSMUSG00000110596",0,0,0,0
"ENSMUSG00000046330",5,2,0,0
"ENSMUSG00000039323",27,5,23,21
"ENSMUSG00000026185",102,65,53,51
"ENSMUSG00000101968",0,0,0,0
"ENSMUSG00000026182",0,0,0,0
"ENSMUSG00000102266",0,0,0,0
"ENSMUSG00000101112",0,0,0,0
"ENSMUSG00000100697",0,0,0,0
"ENSMUSG00000099877",0,0,0,0
"ENSMUSG00000098697",0,0,0,0
"ENSMUSG00000101812",0,0,0,0
"ENSMUSG00000100044",0,0,0,0
"ENSMUSG00000100444",0,0,0,0
"ENSMUSG00000100429",0,0,0,0
"ENSMUSG00000100301",0,0,0,0
"ENSMUSG00000101344",1,0,0,0
"ENSMUSG00000088666",0,0,0,0
"ENSMUSG00000098504",0,0,0,0
"ENSMUSG00000055322",28,23,35,25
"ENSMUSG00000061815",0,0,0,0
"ENSMUSG00000026180",0,0,0,0
"ENSMUSG00000048480",0,0,0,0
"ENSMUSG00000087820",0,0,0,0
"ENSMUSG00000094768",0,0,0,0
"ENSMUSG00000006304",22,14,21,17
"ENSMUSG00000064272",0,0,0,0
"ENSMUSG00000006299",14,20,24,25
"ENSMUSG00000101503",0,0,0,0
"ENSMUSG00000026179",59,81,55,80
"ENSMUSG00000103013",0,0,0,0
"ENSMUSG00000006301",21,11,15,15
"ENSMUSG00000099931",0,0,0,0
"ENSMUSG00000103403",0,0,1,0
"ENSMUSG00000073650",3,2,1,2
"ENSMUSG00000026177",1,4,0,1
"ENSMUSG00000026176",4,7,6,3
"ENSMUSG00000065468",0,0,0,0
"ENSMUSG00000026175",0,0,0,0
"ENSMUSG00000033364",3,6,10,2
"ENSMUSG00000103227",0,0,0,0
"ENSMUSG00000026174",11,9,9,12
"ENSMUSG00000026173",1,4,3,1
"ENSMUSG00000026135",5,6,3,10
"ENSMUSG00000093155",0,0,0,0
"ENSMUSG00000026172",4,10,4,5
"ENSMUSG00000026171",18,18,12,8
"ENSMUSG00000033276",1,1,1,2
"ENSMUSG00000033257",8,4,9,4
"ENSMUSG00000026170",3,0,0,0
"ENSMUSG00000006542",0,0,0,0
"ENSMUSG00000098351",0,0,0,0
"ENSMUSG00000033227",0,0,2,0
"ENSMUSG00000099472",0,0,0,0
"ENSMUSG00000026167",2,1,3,0
"ENSMUSG00000089964",0,0,0,0
"ENSMUSG00000090071",76,114,98,118
"ENSMUSG00000055197",0,0,0,0
"ENSMUSG00000006546",0,0,0,0
"ENSMUSG00000065616",0,0,0,0
"ENSMUSG00000047021",1,2,2,3
"ENSMUSG00000089653",0,0,0,0
"ENSMUSG00000006538",0,0,0,0
"ENSMUSG00000103145",0,0,0,0
"ENSMUSG00000026162",0,0,0,0
"ENSMUSG00000026205",2,0,0,1
"ENSMUSG00000033159",18,17,17,17
"ENSMUSG00000049339",87,86,71,82
"ENSMUSG00000026197",5,6,4,2
"ENSMUSG00000026198",2,1,0,3
"ENSMUSG00000099519",0,0,0,0
"ENSMUSG00000033124",13,12,5,16
"ENSMUSG00000026199",10,5,13,8
"ENSMUSG00000026200",1,2,2,2
"ENSMUSG00000099204",0,0,0,0
"ENSMUSG00000026201",9,21,9,7
"ENSMUSG00000026202",169,201,144,204
"ENSMUSG00000096094",0,0,0,0
"ENSMUSG00000118482",0,0,0,0
"ENSMUSG00000026203",27,38,38,32
"ENSMUSG00000026204",98,141,100,91
"ENSMUSG00000101840",1,1,0,1
"ENSMUSG00000033061",3,7,5,2
"ENSMUSG00000100556",0,0,0,0
"ENSMUSG00000026209",7,1,2,3
"ENSMUSG00000026208",1,3,2,1
"ENSMUSG00000085653",0,0,0,0
"ENSMUSG00000026207",47,66,61,47
"ENSMUSG00000086053",0,0,0,0
"ENSMUSG00000033021",9,11,12,18
"ENSMUSG00000033007",7,0,2,2
"ENSMUSG00000102605",0,0,1,0
"ENSMUSG00000032997",45,56,36,43
"ENSMUSG00000026211",8,7,7,11
"ENSMUSG00000051703",18,21,16,22
"ENSMUSG00000032968",12,15,13,19
"ENSMUSG00000082745",0,0,0,0
"ENSMUSG00000026213",8,5,18,6
"ENSMUSG00000082059",0,0,0,0
"ENSMUSG00000006576",35,43,37,46
"ENSMUSG00000083244",0,0,0,0
"ENSMUSG00000082528",0,0,0,0
"ENSMUSG00000082012",0,0,0,0
"ENSMUSG00000099996",0,0,0,0
"ENSMUSG00000101763",0,0,0,0
"ENSMUSG00000100827",0,0,0,1
"ENSMUSG00000100553",0,0,0,0
"ENSMUSG00000098611",0,0,0,0
"ENSMUSG00000100534",0,0,0,0
"ENSMUSG00000102904",0,0,0,0
"ENSMUSG00000089326",0,0,0,0
"ENSMUSG00000026235",34,20,41,36
"ENSMUSG00000099141",0,0,0,0
"ENSMUSG00000101849",0,0,0,1
"ENSMUSG00000101506",0,0,0,0
"ENSMUSG00000065215",0,0,0,0
"ENSMUSG00000102052",0,0,0,0
"ENSMUSG00000004872",0,0,0,0
"ENSMUSG00000118426",0,0,0,0
"ENSMUSG00000032908",3,2,6,7
"ENSMUSG00000099561",0,0,0,0
"ENSMUSG00000102945",0,0,0,0
"ENSMUSG00000026245",5,9,7,6
"ENSMUSG00000101798",0,0,0,0
"ENSMUSG00000104018",0,0,0,0
"ENSMUSG00000090486",0,0,0,0
"ENSMUSG00000012187",0,0,0,0
"ENSMUSG00000099364",0,0,0,0
"ENSMUSG00000100562",0,0,0,0
"ENSMUSG00000032883",22,15,29,26
"ENSMUSG00000079470",1,3,3,2
"ENSMUSG00000099377",5,6,4,3
"ENSMUSG00000099706",0,0,0,0
"ENSMUSG00000047330",1,2,0,0
"ENSMUSG00000101324",0,0,0,0
"ENSMUSG00000072978",0,6,3,11
